id,compound_id,health_effect_id,"orig_health_effect_name","orig_compound_name","orig_citation","citation","citation_type","created_at","updated_at",creator_id,updater_id,source_id,"source_type"
3152,12414,419,"Antimastalgic","CAPSAICIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,12414,"Compound"
3153,14616,420,"Antimastitic","BETA-CAROTENE",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,14616,"Compound"
3154,5753,421,"AntiMD","VITAMIN-E",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,5753,"Compound"
3155,10397,421,"AntiMD","TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,10397,"Compound"
3156,15539,422,"AntiMDR","CHRYSIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,15539,"Compound"
3157,1224,423,"Antimeasles","ASCORBIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,1224,"Compound"
3158,847,424,"Antimelanogenic","PROTOCATECHUIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,847,"Compound"
3159,1221,424,"Antimelanogenic","ARBUTIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,1221,"Compound"
3160,2558,424,"Antimelanogenic","CAFFEIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,2558,"Compound"
3161,2582,424,"Antimelanogenic","CHLOROGENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,2582,"Compound"
3162,693,425,"Antimelanomic","DIOSMIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,693,"Compound"
3163,885,425,"Antimelanomic","HYDROQUINONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,885,"Compound"
3164,1532,425,"Antimelanomic","BETULINIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,1532,"Compound"
3165,2536,425,"Antimelanomic","RUTIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,2536,"Compound"
3166,2608,425,"Antimelanomic","DAIDZEIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,2608,"Compound"
3167,2798,425,"Antimelanomic","APIGENIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,2798,"Compound"
3168,3103,425,"Antimelanomic","EICOSAPENTAENOIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,3103,"Compound"
3169,10397,425,"Antimelanomic","TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,10397,"Compound"
3170,11831,425,"Antimelanomic","GENISTEIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,11831,"Compound"
3171,11907,425,"Antimelanomic","QUERCETIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,11907,"Compound"
3172,11941,425,"Antimelanomic","COUMARIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,11941,"Compound"
3173,12195,425,"Antimelanomic","AZELAIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,12195,"Compound"
3174,12295,425,"Antimelanomic","CURCUMIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,12295,"Compound"
3175,12378,425,"Antimelanomic","PTEROSTILBENE",NULL,"DUKE","DATABASE","2012-04-10 14:17:34","2014-11-05 14:50:15",NULL,NULL,12378,"Compound"
3176,12678,425,"Antimelanomic","S-ALLYL-L-CYSTEINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,12678,"Compound"
3177,13258,425,"Antimelanomic","LUTEOLIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,13258,"Compound"
3178,13403,425,"Antimelanomic","SELENIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,13403,"Compound"
3179,13795,425,"Antimelanomic","GERANIOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,13795,"Compound"
3180,13947,425,"Antimelanomic","SOLASODINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,13947,"Compound"
3181,14300,425,"Antimelanomic","D-LIMONENE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,14300,"Compound"
3182,14515,425,"Antimelanomic","CARVACROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,14515,"Compound"
3183,14798,425,"Antimelanomic","THYMOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,14798,"Compound"
3184,14894,425,"Antimelanomic","FARNESOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,14894,"Compound"
3185,14913,425,"Antimelanomic","PERILLALDEHYDE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,14913,"Compound"
3186,14926,425,"Antimelanomic","PERILLYL-ALCOHOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,14926,"Compound"
3187,15473,425,"Antimelanomic","BETA-IONONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,15473,"Compound"
3188,19220,425,"Antimelanomic","FALCARINOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,19220,"Compound"
3189,885,426,"Antimelasmic","HYDROQUINONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,885,"Compound"
3190,12195,426,"Antimelasmic","AZELAIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,12195,"Compound"
3191,756,427,"AntiMeniere's","GLYCEROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,756,"Compound"
3192,1014,427,"AntiMeniere's","NIACIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,1014,"Compound"
3193,12599,427,"AntiMeniere's","HISTAMINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,12599,"Compound"
3194,3169,428,"Antimeningitic","DIALLYL-TRISULFIDE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,3169,"Compound"
3195,7360,428,"Antimeningitic","GENTIANINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,7360,"Compound"
3196,1224,429,"Antimenopausal","ASCORBIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,1224,"Compound"
3197,2250,429,"Antimenopausal","TRYPTOPHAN",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,2250,"Compound"
3198,3514,429,"Antimenopausal","CALCIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:35","2014-11-05 14:50:15",NULL,NULL,3514,"Compound"
3199,3519,429,"Antimenopausal","MAGNESIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,3519,"Compound"
3200,6561,429,"Antimenopausal","ESTROGENS",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,6561,"Compound"
3201,6782,429,"Antimenopausal","ESTRIOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,6782,"Compound"
3202,12801,429,"Antimenopausal","ESTRONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,12801,"Compound"
3203,13403,429,"Antimenopausal","SELENIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,13403,"Compound"
3204,885,430,"Antimenorrhagic","HYDROQUINONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,885,"Compound"
3205,2944,430,"Antimenorrhagic","GAMMA-LINOLENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,2944,"Compound"
3206,12465,430,"Antimenorrhagic","ALPHA-LINOLENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,12465,"Compound"
3207,12763,430,"Antimenorrhagic","LINOLEIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,12763,"Compound"
3208,16258,430,"Antimenorrhagic","IRON",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,16258,"Compound"
3209,16599,430,"Antimenorrhagic","CHLOROPHYLL",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,16599,"Compound"
3210,505,431,"Antimetabolic","CANAVANINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,505,"Compound"
3211,11906,432,"Antimetabolite","NORDIHYDROGUAIARETIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,11906,"Compound"
3212,14507,433,"Antimetaplastic","FOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,14507,"Compound"
3213,693,434,"Antimetastatic","DIOSMIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,693,"Compound"
3214,939,434,"Antimetastatic","INDOLE-3-CARBINOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,939,"Compound"
3215,1083,434,"Antimetastatic","BROMELAIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,1083,"Compound"
3216,2412,434,"Antimetastatic","TANGERETIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,2412,"Compound"
3217,2536,434,"Antimetastatic","RUTIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,2536,"Compound"
3218,2798,434,"Antimetastatic","APIGENIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,2798,"Compound"
3219,3103,434,"Antimetastatic","EICOSAPENTAENOIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,3103,"Compound"
3220,3730,434,"Antimetastatic","ZINC",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,3730,"Compound"
3221,11639,434,"Antimetastatic","AJOENE",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,11639,"Compound"
3222,11907,434,"Antimetastatic","QUERCETIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,11907,"Compound"
3223,11941,434,"Antimetastatic","COUMARIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,11941,"Compound"
3224,12295,434,"Antimetastatic","CURCUMIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,12295,"Compound"
3225,12465,434,"Antimetastatic","ALPHA-LINOLENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,12465,"Compound"
3226,13403,434,"Antimetastatic","SELENIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,13403,"Compound"
3227,13570,434,"Antimetastatic (Stomach)","LIMONENE",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,13570,"Compound"
3228,14376,434,"Antimetastatic","URSOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,14376,"Compound"
3229,15499,434,"Antimetastatic","TETRAMETHYL-PYRAZINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,15499,"Compound"
3230,21462,434,"Antimetastatic","PECTIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,21462,"Compound"
3231,693,435,"Antimetrorrhagic","DIOSMIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,693,"Compound"
3232,2608,436,"Antimicrobial","DAIDZEIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,2608,"Compound"
3233,11666,436,"Antimicrobial","COUMESTROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,11666,"Compound"
3234,11831,436,"Antimicrobial","GENISTEIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,11831,"Compound"
3235,1224,437,"Antimigraine","ASCORBIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,1224,"Compound"
3236,2237,437,"Antimigraine","TRIGONELLINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,2237,"Compound"
3237,2250,437,"Antimigraine","TRYPTOPHAN",NULL,"DUKE","DATABASE","2012-04-10 14:17:36","2014-11-05 14:50:15",NULL,NULL,2250,"Compound"
3238,3519,437,"Antimigraine","MAGNESIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:15",NULL,NULL,3519,"Compound"
3239,5892,437,"Antimigraine","PARTHENOLIDE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:15",NULL,NULL,5892,"Compound"
3240,8426,437,"Antimigraine","THIAMIN|VITAMIN-B-1",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:15",NULL,NULL,8426,"Compound"
3241,8430,437,"Antimigraine","ALLITHIAMIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:15",NULL,NULL,8430,"Compound"
3242,12163,437,"Antimigraine","RIBOFLAVIN|VIT-B2",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:15",NULL,NULL,12163,"Compound"
3243,12599,437,"Antimigraine","HISTAMINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12599,"Compound"
3244,14943,438,"Antimite","LINALOOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,14943,"Compound"
3245,15345,438,"Antimite","ALPHA-CADINOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,15345,"Compound"
3246,4487,439,"Antimitochondrial","GALEGINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,4487,"Compound"
3247,11831,440,"Antimitogenic","GENISTEIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,11831,"Compound"
3248,578,441,"Antimitotic","XANTHOTOXOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,578,"Compound"
3249,885,441,"Antimitotic","HYDROQUINONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,885,"Compound"
3250,1053,441,"Antimitotic","HARMALOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,1053,"Compound"
3251,1094,441,"Antimitotic","UMBELLIFERONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,1094,"Compound"
3252,2515,441,"Antimitotic","OSTHOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,2515,"Compound"
3253,2542,441,"Antimitotic","BERGAPTEN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,2542,"Compound"
3254,11941,441,"Antimitotic","COUMARIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,11941,"Compound"
3255,12174,441,"Antimitotic","EUGENOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12174,"Compound"
3256,12477,441,"Antimitotic","XANTHOTOXIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12477,"Compound"
3257,12608,441,"Antimitotic","PSORALEN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12608,"Compound"
3258,12664,441,"Antimitotic","ISOPIMPINELLIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12664,"Compound"
3259,12755,441,"Antimitotic","IMPERATORIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12755,"Compound"
3260,12804,441,"Antimitotic","FERULIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12804,"Compound"
3261,3519,442,"Antimitral-valve-prolapse","MAGNESIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,3519,"Compound"
3262,11941,443,"Antimononuccleotic","COUMARIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,11941,"Compound"
3263,574,444,"AntiMorning-Sickness","PYRIDOXINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,574,"Compound"
3264,567,445,"Antimorphinic","L-DOPA",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,567,"Compound"
3265,12570,445,"Antimorphinic","ASPARTIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12570,"Compound"
3266,19148,446,"Antimorphinistic","LECITHIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,19148,"Compound"
3267,662,447,"AntiMRSA","GALLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,662,"Compound"
3268,2426,447,"AntiMRSA","THEAFLAVIN-DIGALLATE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,2426,"Compound"
3269,12007,447,"AntiMRSA","GALLIC-ACID-ETHYL-ESTER",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,12007,"Compound"
3270,13865,447,"AntiMRSA","EMODIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,13865,"Compound"
3271,16432,447,"AntiMRSA","PUNICALAGIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,16432,"Compound"
3272,17709,447,"AntiMRSA","(-)-EPIGALLOCATECHIN-GALLATE",NULL,"DUKE","DATABASE","2012-04-10 14:17:37","2014-11-05 14:50:16",NULL,NULL,17709,"Compound"
3273,893,448,"AntiMS","PHENOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,893,"Compound"
3274,2944,448,"AntiMS","GAMMA-LINOLENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2944,"Compound"
3275,3519,448,"AntiMS","MAGNESIUM",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,3519,"Compound"
3276,5753,448,"AntiMS","VITAMIN-E",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,5753,"Compound"
3277,10397,448,"AntiMS","TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,10397,"Compound"
3278,12763,448,"AntiMS","LINOLEIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,12763,"Compound"
3279,574,449,"AntiMSG-Sensitivity","PYRIDOXINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,574,"Compound"
3280,4091,450,"Antimuscarinic","ATROPINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,4091,"Compound"
3281,449,451,"Antimutagenic","PIPERINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,449,"Compound"
3282,565,451,"Antimutagenic","ALPHA-TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,565,"Compound"
3283,624,451,"Antimutagenic","FISETIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,624,"Compound"
3284,633,451,"Antimutagenic","KAEMPFEROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,633,"Compound"
3285,662,451,"Antimutagenic","GALLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,662,"Compound"
3286,678,451,"Antimutagenic","NARINGENIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,678,"Compound"
3287,783,451,"Antimutagenic","L-AZETIDINE-2-CARBOXYLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,783,"Compound"
3288,838,451,"Antimutagenic","VANILLIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,838,"Compound"
3289,847,451,"Antimutagenic","PROTOCATECHUIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,847,"Compound"
3290,861,451,"Antimutagenic","DIOSMETIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,861,"Compound"
3291,872,451,"Antimutagenic","ANISALDEHYDE|P-ANISALDEHYDE",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,872,"Compound"
3292,887,451,"Antimutagenic","CINNAMYL-ALCOHOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,887,"Compound"
3293,1094,451,"Antimutagenic","UMBELLIFERONE",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,1094,"Compound"
3294,1111,451,"Antimutagenic","TANNIC-ACID|TANNIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,1111,"Compound"
3295,1224,451,"Antimutagenic","ASCORBIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,1224,"Compound"
3296,1537,451,"Antimutagenic","CIRSIMARITIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,1537,"Compound"
3297,1982,451,"Antimutagenic","MANNITOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,1982,"Compound"
3298,2096,451,"Antimutagenic","BOLDINE",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2096,"Compound"
3299,2412,451,"Antimutagenic","TANGERETIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2412,"Compound"
3300,2427,451,"Antimutagenic","ROSMARINIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2427,"Compound"
3301,2451,451,"Antimutagenic","RESVERATROL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2451,"Compound"
3302,2515,451,"Antimutagenic","OSTHOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2515,"Compound"
3303,2528,451,"Antimutagenic","ROBININ",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2528,"Compound"
3304,2536,451,"Antimutagenic","RUTIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2536,"Compound"
3305,2542,451,"Antimutagenic","5-METHOXY-PSORALEN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2542,"Compound"
3306,2558,451,"Antimutagenic","CAFFEIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2558,"Compound"
3307,2571,451,"Antimutagenic","(+)-CATECHIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2571,"Compound"
3308,2576,451,"Antimutagenic","(-)-EPICATECHIN|EPICATECHIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2576,"Compound"
3309,2579,451,"Antimutagenic","CHRYSOERIOL",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2579,"Compound"
3310,2582,451,"Antimutagenic","CHLOROGENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:17:38","2014-11-05 14:50:16",NULL,NULL,2582,"Compound"
3311,2608,451,"Antimutagenic","DAIDZEIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:39","2014-11-05 14:50:16",NULL,NULL,2608,"Compound"
3312,2749,451,"Antimutagenic","TAXIFOLIN",NULL,"DUKE","DATABASE","2012-04-10 14:17:39","2014-11-05 14:50:16",NULL,NULL,2749,"Compound"
