id,"external_id","annotations",compound_id,creator_id,updater_id,"created_at","updated_at"
795,"CHEBI:7351","acetamides
",3488,NULL,NULL,"2015-02-23 23:27:13","2015-02-23 23:27:13"
796,"CHEBI:30629","triamine
polyazaalkane
",3490,NULL,NULL,"2015-02-23 23:27:14","2015-02-23 23:27:14"
797,"CHEBI:4608","organic disulfide
",3492,NULL,NULL,"2015-02-23 23:27:16","2015-02-23 23:27:16"
798,"CHEBI:35807","nitrosamine
",3497,NULL,NULL,"2015-02-23 23:27:20","2015-02-23 23:27:20"
799,"LMPK12110047","Flavones and Flavonols
",3507,NULL,NULL,"2015-02-23 23:27:34","2015-02-23 23:27:34"
800,"CHEBI:35928","organic peroxide
",3510,NULL,NULL,"2015-02-23 23:27:35","2015-02-23 23:27:35"
801,"CHEBI:29108","monoatomic dication
divalent metal cation
calcium cation
",3514,NULL,NULL,"2015-02-23 23:27:36","2015-02-23 23:27:36"
802,"CA+2","a cation
",3514,NULL,NULL,"2015-02-23 23:27:36","2015-02-23 23:27:36"
803,"CHEBI:49544","chromium cation
monoatomic trication
",3517,NULL,NULL,"2015-02-23 23:27:38","2015-02-23 23:27:38"
804,"CR+3","a cation
",3517,NULL,NULL,"2015-02-23 23:27:38","2015-02-23 23:27:38"
805,"CHEBI:18420","monoatomic dication
divalent metal cation
magnesium cation
",3519,NULL,NULL,"2015-02-23 23:27:39","2015-02-23 23:27:39"
806,"MG+2","a cation
",3519,NULL,NULL,"2015-02-23 23:27:39","2015-02-23 23:27:39"
807,"CHEBI:29103","elemental potassium
alkali metal cation
monovalent inorganic cation
monoatomic monocation
",3522,NULL,NULL,"2015-02-23 23:27:42","2015-02-23 23:27:42"
808,"K+","a cation
",3522,NULL,NULL,"2015-02-23 23:27:42","2015-02-23 23:27:42"
809,"CHEBI:29101","elemental sodium
alkali metal cation
monovalent inorganic cation
monoatomic monocation
",3524,NULL,NULL,"2015-02-23 23:27:44","2015-02-23 23:27:44"
810,"NA+","a cation
",3524,NULL,NULL,"2015-02-23 23:27:44","2015-02-23 23:27:44"
811,"CHEBI:16335","adenosines
",3555,NULL,NULL,"2015-02-23 23:27:45","2015-02-23 23:27:45"
812,"C00212","Ribonucleosides
",3555,NULL,NULL,"2015-02-23 23:27:45","2015-02-23 23:27:45"
813,"CHEBI:49470","monoatomic aluminium
monoatomic trication
aluminium cation
",3571,NULL,NULL,"2015-02-23 23:27:47","2015-02-23 23:27:47"
814,"CPD-1484","a cation
",3571,NULL,NULL,"2015-02-23 23:27:47","2015-02-23 23:27:47"
815,"CHEBI:17296","primary arylamine
anilines
",3572,NULL,NULL,"2015-02-23 23:27:49","2015-02-23 23:27:49"
816,"ANILINE","an arylamine
",3572,NULL,NULL,"2015-02-23 23:27:49","2015-02-23 23:27:49"
817,"CHEBI:30168","monoatomic boron
monoatomic trication
",3576,NULL,NULL,"2015-02-23 23:27:51","2015-02-23 23:27:51"
818,"CHEBI:48828","monoatomic dication
divalent metal cation
cobalt cation
",3582,NULL,NULL,"2015-02-23 23:27:52","2015-02-23 23:27:52"
819,"CO+2","a cation
",3582,NULL,NULL,"2015-02-23 23:27:52","2015-02-23 23:27:52"
820,"CHEBI:29036","monoatomic dication
divalent metal cation
copper cation
",3583,NULL,NULL,"2015-02-23 23:27:53","2015-02-23 23:27:53"
821,"CU+2","a cation
",3583,NULL,NULL,"2015-02-23 23:27:53","2015-02-23 23:27:53"
822,"CHEBI:17437","methyl sulfide
",3592,NULL,NULL,"2015-02-23 23:27:55","2015-02-23 23:27:55"
823,"CPD-7670","an organosulfur compound
",3592,NULL,NULL,"2015-02-23 23:27:55","2015-02-23 23:27:55"
824,"CHEBI:4903","terminal acetylenic compound
17-hydroxy steroid
3-hydroxy steroid
",3599,NULL,NULL,"2015-02-23 23:27:59","2015-02-23 23:27:59"
825,"C07534","C18 steroids (estrogens) and derivatives
",3599,NULL,NULL,"2015-02-23 23:27:59","2015-02-23 23:27:59"
826,"LMST02010036","C18 steroids (estrogens) and derivatives
",3599,NULL,NULL,"2015-02-23 23:27:59","2015-02-23 23:27:59"
827,"CHEBI:17515","gamma-glutamylcysteine
",3604,NULL,NULL,"2015-02-23 23:28:02","2015-02-23 23:28:02"
828,"CHEBI:30550","monoatomic tetracation
",3631,NULL,NULL,"2015-02-23 23:28:05","2015-02-23 23:28:05"
829,"CHEBI:16750","guanosines
",3633,NULL,NULL,"2015-02-23 23:28:07","2015-02-23 23:28:07"
830,"C00387","Ribonucleosides
",3633,NULL,NULL,"2015-02-23 23:28:07","2015-02-23 23:28:07"
831,"CHEBI:29035","monoatomic dication
divalent metal cation
manganese cation
",3637,NULL,NULL,"2015-02-23 23:28:13","2015-02-23 23:28:13"
832,"MN+2","a cation
",3637,NULL,NULL,"2015-02-23 23:28:13","2015-02-23 23:28:13"
833,"MO+2","a cation
",3654,NULL,NULL,"2015-02-23 23:28:15","2015-02-23 23:28:15"
834,"CHEBI:15729","ornithine
",3655,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
835,"C00077","Other amino acids
",3655,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
836,"CHEBI:30584","elemental silicon
monoatomic tetracation
",3714,NULL,NULL,"2015-02-23 23:28:20","2015-02-23 23:28:20"
837,"CHEBI:29105","monoatomic dication
divalent metal cation
zinc cation
",3730,NULL,NULL,"2015-02-23 23:28:24","2015-02-23 23:28:24"
838,"ZN+2","a cation
",3730,NULL,NULL,"2015-02-23 23:28:24","2015-02-23 23:28:24"
839,"CHEBI:49867","monoatomic trication
elemental antimony
",3763,NULL,NULL,"2015-02-23 23:28:27","2015-02-23 23:28:27"
840,"CHEBI:35828","monoatomic arsenic
",3764,NULL,NULL,"2015-02-23 23:28:28","2015-02-23 23:28:28"
841,"CHEBI:37136","monoatomic dication
barium cation
divalent metal cation
",3765,NULL,NULL,"2015-02-23 23:28:29","2015-02-23 23:28:29"
842,"BA+2","a cation
",3765,NULL,NULL,"2015-02-23 23:28:29","2015-02-23 23:28:29"
843,"CHEBI:48775","monoatomic dication
divalent metal cation
cadmium cation
",3767,NULL,NULL,"2015-02-23 23:28:31","2015-02-23 23:28:31"
844,"CD+2","a cation
",3767,NULL,NULL,"2015-02-23 23:28:31","2015-02-23 23:28:31"
845,"CHEBI:17051","halide anion
monoatomic fluorine
",3771,NULL,NULL,"2015-02-23 23:28:32","2015-02-23 23:28:32"
846,"F-","an anion
",3771,NULL,NULL,"2015-02-23 23:28:32","2015-02-23 23:28:32"
847,"CHEBI:49807","monoatomic dication
divalent metal cation
lead cation
",3778,NULL,NULL,"2015-02-23 23:28:33","2015-02-23 23:28:33"
848,"PB+2","a cation
",3778,NULL,NULL,"2015-02-23 23:28:33","2015-02-23 23:28:33"
849,"CHEBI:16793","monoatomic dication
divalent metal cation
mercury cation
",3781,NULL,NULL,"2015-02-23 23:28:34","2015-02-23 23:28:34"
850,"HG+2","a cation
",3781,NULL,NULL,"2015-02-23 23:28:34","2015-02-23 23:28:34"
851,"CHEBI:49847","rubidium molecular entity
alkali metal cation
monovalent inorganic cation
monoatomic monocation
",3784,NULL,NULL,"2015-02-23 23:28:35","2015-02-23 23:28:35"
852,"RB+","a cation
",3784,NULL,NULL,"2015-02-23 23:28:35","2015-02-23 23:28:35"
853,"CHEBI:35104","monoatomic dication
divalent metal cation
strontium cation
",3787,NULL,NULL,"2015-02-23 23:28:37","2015-02-23 23:28:37"
854,"CHEBI:30517","monoatomic tetracation
tungsten cation
",3791,NULL,NULL,"2015-02-23 23:28:40","2015-02-23 23:28:40"
855,"CHEBI:49948","vanadium cation
monoatomic trication
",3793,NULL,NULL,"2015-02-23 23:28:41","2015-02-23 23:28:41"
856,"CHEBI:17632","nitrogen oxoanion
reactive nitrogen species
inorganic anion
",3812,NULL,NULL,"2015-02-23 23:28:43","2015-02-23 23:28:43"
857,"NITRATE","an anion
",3812,NULL,NULL,"2015-02-23 23:28:43","2015-02-23 23:28:43"
858,"CHEBI:16134","mononuclear parent hydride
azane
",3909,NULL,NULL,"2015-02-23 23:28:45","2015-02-23 23:28:45"
859,"AMMONIA","a small molecule
",3909,NULL,NULL,"2015-02-23 23:28:45","2015-02-23 23:28:45"
860,"CHEBI:17368","oxopurine
nucleobase analogue
purine nucleobase
",3950,NULL,NULL,"2015-02-23 23:28:48","2015-02-23 23:28:48"
861,"C00262","Purine alkaloids
",3950,NULL,NULL,"2015-02-23 23:28:48","2015-02-23 23:28:48"
862,"HYPOXANTHINE","a purine-related compound
a purine base
",3950,NULL,NULL,"2015-02-23 23:28:48","2015-02-23 23:28:48"
863,"CHEBI:16830","one-carbon compound
primary aliphatic amine
methylamines
",3959,NULL,NULL,"2015-02-23 23:28:50","2015-02-23 23:28:50"
864,"METHYLAMINE","a small molecule
",3959,NULL,NULL,"2015-02-23 23:28:50","2015-02-23 23:28:50"
865,"CHEBI:17688","nicotine
",3969,NULL,NULL,"2015-02-23 23:28:52","2015-02-23 23:28:52"
866,"C00745","Pesticides
Alkaloids
Pyridine alkaloids
",3969,NULL,NULL,"2015-02-23 23:28:52","2015-02-23 23:28:52"
867,"CHEBI:16119","alpha,beta-unsaturated monocarboxylic acid
cyclohexenecarboxylic acid
hydroxy monocarboxylic acid
",3992,NULL,NULL,"2015-02-23 23:28:55","2015-02-23 23:28:55"
868,"CHEBI:39246","long-chain fatty acid
straight-chain saturated fatty acid
",4044,NULL,NULL,"2015-02-23 23:28:57","2015-02-23 23:28:57"
869,"C16535","Straight chain fatty acids
",4044,NULL,NULL,"2015-02-23 23:28:57","2015-02-23 23:28:57"
870,"LMFA01010019","Straight chain fatty acids
",4044,NULL,NULL,"2015-02-23 23:28:57","2015-02-23 23:28:57"
871,"CHEBI:16684","racemate
",4091,NULL,NULL,"2015-02-23 23:28:58","2015-02-23 23:28:58"
872,"C01479","Alkaloids
Tropane alkaloids
Tropan alkaloids
",4091,NULL,NULL,"2015-02-23 23:28:58","2015-02-23 23:28:58"
873,"CHEBI:49713","alkali metal cation
monovalent inorganic cation
monoatomic monocation
",4182,NULL,NULL,"2015-02-23 23:28:59","2015-02-23 23:28:59"
874,"LI+","a cation
",4182,NULL,NULL,"2015-02-23 23:28:59","2015-02-23 23:28:59"
875,"CHEBI:49468","monovalent inorganic cation
monoatomic monocation
silver cation
elemental silver
",4189,NULL,NULL,"2015-02-23 23:29:00","2015-02-23 23:29:00"
876,"AG+","a cation
",4189,NULL,NULL,"2015-02-23 23:29:00","2015-02-23 23:29:00"
877,"CHEBI:4828","amino-acid betaine
histidine derivative
",4218,NULL,NULL,"2015-02-23 23:29:03","2015-02-23 23:29:03"
878,"CHEBI:16235","oxopurine
2-aminopurines
purine nucleobase
",4223,NULL,NULL,"2015-02-23 23:29:05","2015-02-23 23:29:05"
879,"C00242","purines
",4223,NULL,NULL,"2015-02-23 23:29:05","2015-02-23 23:29:05"
880,"GUANINE","a purine base
a purine
",4223,NULL,NULL,"2015-02-23 23:29:05","2015-02-23 23:29:05"
881,"CHEBI:16796","acetamides
tryptamines
",4235,NULL,NULL,"2015-02-23 23:29:08","2015-02-23 23:29:08"
882,"C01598","Indole alkaloids
Melatonin
",4235,NULL,NULL,"2015-02-23 23:29:08","2015-02-23 23:29:08"
883,"N-ACETYL-5-METHOXY-TRYPTAMINE","a small molecule
",4235,NULL,NULL,"2015-02-23 23:29:08","2015-02-23 23:29:08"
884,"CHEBI:26675","silicon oxoacid
",4246,NULL,NULL,"2015-02-23 23:29:10","2015-02-23 23:29:10"
885,"CHEBI:17173","ribulose
",4271,NULL,NULL,"2015-02-23 23:29:11","2015-02-23 23:29:11"
886,"CHEBI:15430","protoporphyrins
",4278,NULL,NULL,"2015-02-23 23:29:13","2015-02-23 23:29:13"
887,"SEDOHEPTULOSE","a D-heptose
",4280,NULL,NULL,"2015-02-23 23:29:16","2015-02-23 23:29:16"
888,"CHEBI:18427","methyl myo-inositols
",4282,NULL,NULL,"2015-02-23 23:29:18","2015-02-23 23:29:18"
889,"CHEBI:28792","docosenoic acid
",4288,NULL,NULL,"2015-02-23 23:29:19","2015-02-23 23:29:19"
890,"C08316","Unsaturated fatty acids
Monounsaturated fatty acids
",4288,NULL,NULL,"2015-02-23 23:29:19","2015-02-23 23:29:19"
891,"LMFA01030089","Unsaturated fatty acids
",4288,NULL,NULL,"2015-02-23 23:29:19","2015-02-23 23:29:19"
892,"CHEBI:27551","pyrimidines
",4433,NULL,NULL,"2015-02-23 23:29:20","2015-02-23 23:29:20"
893,"CPD0-2018","a small molecule
",4433,NULL,NULL,"2015-02-23 23:29:20","2015-02-23 23:29:20"
894,"C08624","Tirucallane/euphane triterpenoids
Dammarenes
",4484,NULL,NULL,"2015-02-23 23:29:22","2015-02-23 23:29:22"
895,"LMPR0106090002","Tirucallane/euphane triterpenoids
",4484,NULL,NULL,"2015-02-23 23:29:22","2015-02-23 23:29:22"
896,"CHEBI:17253","benzoquinone
",4550,NULL,NULL,"2015-02-23 23:29:26","2015-02-23 23:29:26"
897,"CPD-385","a small molecule
",4550,NULL,NULL,"2015-02-23 23:29:26","2015-02-23 23:29:26"
898,"CHEBI:28113","3beta-sterol
tetracyclic triterpenoid
",4615,NULL,NULL,"2015-02-23 23:29:27","2015-02-23 23:29:27"
899,"C05109","Cholesterol and derivatives
",4615,NULL,NULL,"2015-02-23 23:29:27","2015-02-23 23:29:27"
900,"LMST01010087","Cholesterol and derivatives
",4615,NULL,NULL,"2015-02-23 23:29:27","2015-02-23 23:29:27"
901,"CHEBI:32365","long-chain fatty acid
straight-chain saturated fatty acid
",4677,NULL,NULL,"2015-02-23 23:29:31","2015-02-23 23:29:31"
902,"LMFA01010017","Straight chain fatty acids
",4677,NULL,NULL,"2015-02-23 23:29:31","2015-02-23 23:29:31"
903,"CPD-4568","a 3-&beta;-hydroxysterol
",4684,NULL,NULL,"2015-02-23 23:29:34","2015-02-23 23:29:34"
904,"CPD-2742","a small molecule
",4717,NULL,NULL,"2015-02-23 23:29:35","2015-02-23 23:29:35"
905,"CHEBI:17741","formamides
",4725,NULL,NULL,"2015-02-23 23:29:37","2015-02-23 23:29:37"
906,"CPD-581","a small molecule
",4725,NULL,NULL,"2015-02-23 23:29:37","2015-02-23 23:29:37"
907,"CHEBI:31236","N-arylpiperazine
N-alkylpiperazine
quinolone
",4880,NULL,NULL,"2015-02-23 23:29:39","2015-02-23 23:29:39"
908,"CHEBI:30997","anhydrohexose
",5118,NULL,NULL,"2015-02-23 23:29:43","2015-02-23 23:29:43"
909,"CHEBI:16269","tertiary amine
dimethylaniline
",5129,NULL,NULL,"2015-02-23 23:29:46","2015-02-23 23:29:46"
910,"NN-DIMETHYLANILINE","a small molecule
",5129,NULL,NULL,"2015-02-23 23:29:46","2015-02-23 23:29:46"
911,"CHEBI:15725","alkane-alpha,omega-diamine
",5275,NULL,NULL,"2015-02-23 23:29:47","2015-02-23 23:29:47"
912,"CPD-313","a small molecule
",5275,NULL,NULL,"2015-02-23 23:29:47","2015-02-23 23:29:47"
913,"CHEBI:67263","polyphenol
beta-diketone
diarylheptanoid
",5353,NULL,NULL,"2015-02-23 23:29:51","2015-02-23 23:29:51"
914,"CHEBI:17737","cholestanoid
3beta-sterol
",5375,NULL,NULL,"2015-02-23 23:29:52","2015-02-23 23:29:52"
915,"C01802","Cholesterol and derivatives
Cholestane and derivatives
",5375,NULL,NULL,"2015-02-23 23:29:52","2015-02-23 23:29:52"
916,"LMST01010016","Cholesterol and derivatives
",5375,NULL,NULL,"2015-02-23 23:29:52","2015-02-23 23:29:52"
917,"CHEBI:16919","guanidines
glycine derivative
",5404,NULL,NULL,"2015-02-23 23:29:55","2015-02-23 23:29:55"
918,"CHEBI:42820","one-carbon compound
guanidines
carboxamidine
",5417,NULL,NULL,"2015-02-23 23:29:57","2015-02-23 23:29:57"
919,"CPD-13517","a small molecule
",5417,NULL,NULL,"2015-02-23 23:29:57","2015-02-23 23:29:57"
920,"CHEBI:25826","monoterpene
terpenoid fundamental parent
",6181,NULL,NULL,"2015-02-23 23:29:58","2015-02-23 23:29:58"
921,"LMFA11000655","Hydrocarbons
",6181,NULL,NULL,"2015-02-23 23:29:59","2015-02-23 23:29:59"
922,"CHEBI:77468","long-chain primary fatty alcohol
",6220,NULL,NULL,"2015-02-23 23:29:59","2015-02-23 23:29:59"
923,"LMFA05000194","Fatty alcohols
",6220,NULL,NULL,"2015-02-23 23:29:59","2015-02-23 23:29:59"
924,"CPD-11595","a small molecule
",6220,NULL,NULL,"2015-02-23 23:29:59","2015-02-23 23:29:59"
925,"CHEBI:16576","dipeptide
",6400,NULL,NULL,"2015-02-23 23:30:05","2015-02-23 23:30:05"
926,"CHEBI:17568","pyrimidone
pyrimidine nucleobase
",6427,NULL,NULL,"2015-02-23 23:30:07","2015-02-23 23:30:07"
927,"C00106","pyrimidines
",6427,NULL,NULL,"2015-02-23 23:30:07","2015-02-23 23:30:07"
928,"URACIL","a pyrimidine-related compound
a pyrimidine base
",6427,NULL,NULL,"2015-02-23 23:30:07","2015-02-23 23:30:07"
929,"CHEBI:16813","hexitol
",6454,NULL,NULL,"2015-02-23 23:30:09","2015-02-23 23:30:09"
930,"CHEBI:17996","halide anion
monoatomic chlorine
",6558,NULL,NULL,"2015-02-23 23:30:10","2015-02-23 23:30:10"
931,"CL-","an anion
",6558,NULL,NULL,"2015-02-23 23:30:10","2015-02-23 23:30:10"
932,"CHEBI:45895","tertiary alcohol
",6720,NULL,NULL,"2015-02-23 23:30:13","2015-02-23 23:30:13"
933,"CHEBI:9349","sulfone
",6726,NULL,NULL,"2015-02-23 23:30:15","2015-02-23 23:30:15"
934,"CPD-10437","a sulfone
",6726,NULL,NULL,"2015-02-23 23:30:15","2015-02-23 23:30:15"
935,"CHEBI:3884","gallate ester
ellagitannin
",6775,NULL,NULL,"2015-02-23 23:30:16","2015-02-23 23:30:16"
936,"C10219","Ellagitannins
",6775,NULL,NULL,"2015-02-23 23:30:16","2015-02-23 23:30:16"
937,"CHEBI:27974","17beta-hydroxy steroid
3-hydroxy steroid
16alpha-hydroxy steroid
",6782,NULL,NULL,"2015-02-23 23:30:18","2015-02-23 23:30:18"
938,"C05141","C18 steroids (estrogens) and derivatives
Estrane and derivatives
Estrogens
",6782,NULL,NULL,"2015-02-23 23:30:18","2015-02-23 23:30:18"
939,"LMST02010003","C18 steroids (estrogens) and derivatives
",6782,NULL,NULL,"2015-02-23 23:30:18","2015-02-23 23:30:18"
940,"CHEBI:42491","flavones
",6785,NULL,NULL,"2015-02-23 23:30:21","2015-02-23 23:30:21"
941,"C15608","flavones
",6785,NULL,NULL,"2015-02-23 23:30:21","2015-02-23 23:30:21"
942,"LMPK12110097","Flavones and Flavonols
",6785,NULL,NULL,"2015-02-23 23:30:21","2015-02-23 23:30:21"
943,"CPD-8485","a flavone
",6785,NULL,NULL,"2015-02-23 23:30:21","2015-02-23 23:30:21"
944,"CHEBI:28064","anthocyanin cation
rutinoside
disaccharide derivative
",7050,NULL,NULL,"2015-02-23 23:30:24","2015-02-23 23:30:24"
945,"C08620","Anthocyanidins
Anthocyanidins and anthocyanins
",7050,NULL,NULL,"2015-02-23 23:30:24","2015-02-23 23:30:24"
946,"CHEBI:49575","organochlorine compound
1,4-benzodiazepinone
",7104,NULL,NULL,"2015-02-23 23:30:25","2015-02-23 23:30:25"
947,"CHEBI:31000","long-chain primary fatty alcohol
fatty alcohol 22:0
",7106,NULL,NULL,"2015-02-23 23:30:27","2015-02-23 23:30:27"
948,"LMFA05000008","Fatty alcohols
",7106,NULL,NULL,"2015-02-23 23:30:27","2015-02-23 23:30:27"
949,"CPD-7845","a long-chain alcohol
a primary alcohol
a fatty alcohol
",7106,NULL,NULL,"2015-02-23 23:30:27","2015-02-23 23:30:27"
950,"CHEBI:75627","long-chain primary fatty alcohol
fatty alcohol 20:0
",7107,NULL,NULL,"2015-02-23 23:30:28","2015-02-23 23:30:28"
951,"LMFA05000221","Fatty alcohols
",7107,NULL,NULL,"2015-02-23 23:30:28","2015-02-23 23:30:28"
952,"CPD-7869","a long-chain alcohol
a primary alcohol
a fatty alcohol
",7107,NULL,NULL,"2015-02-23 23:30:28","2015-02-23 23:30:28"
953,"LMFA01010029","Straight chain fatty acids
",7127,NULL,NULL,"2015-02-23 23:30:29","2015-02-23 23:30:29"
954,"CHEBI:31001","very long-chain fatty acid
straight-chain saturated fatty acid
",7129,NULL,NULL,"2015-02-23 23:30:31","2015-02-23 23:30:31"
955,"LMFA01010028","Straight chain fatty acids
",7129,NULL,NULL,"2015-02-23 23:30:31","2015-02-23 23:30:31"
956,"CPD-8779","a small molecule
",7193,NULL,NULL,"2015-02-23 23:30:33","2015-02-23 23:30:33"
957,"CHEBI:17258","purine
",7312,NULL,NULL,"2015-02-23 23:30:34","2015-02-23 23:30:34"
958,"PURINE-RING","a ring
",7312,NULL,NULL,"2015-02-23 23:30:34","2015-02-23 23:30:34"
959,"CHEBI:16704","uridines
",7412,NULL,NULL,"2015-02-23 23:30:36","2015-02-23 23:30:36"
960,"C00299","Ribonucleosides
",7412,NULL,NULL,"2015-02-23 23:30:36","2015-02-23 23:30:36"
961,"CHEBI:36217","cellobiose
",7498,NULL,NULL,"2015-02-23 23:30:38","2015-02-23 23:30:38"
962,"CHEBI:41922","polyphenol
",7499,NULL,NULL,"2015-02-23 23:30:40","2015-02-23 23:30:40"
963,"CHEBI:15429","hydroxylamines
",7500,NULL,NULL,"2015-02-23 23:30:42","2015-02-23 23:30:42"
964,"HYDROXYLAMINE","a small molecule
",7500,NULL,NULL,"2015-02-23 23:30:42","2015-02-23 23:30:42"
965,"CHEBI:16695","pyrimidine ribonucleoside 5'-monophosphate
uridine 5'-phosphate
",7509,NULL,NULL,"2015-02-23 23:30:43","2015-02-23 23:30:43"
966,"C00105","Ribonucleotides
",7509,NULL,NULL,"2015-02-23 23:30:44","2015-02-23 23:30:44"
967,"CHEBI:17659","pyrimidine ribonucleoside 5'-diphosphate
uridine 5'-phosphate
",7510,NULL,NULL,"2015-02-23 23:30:46","2015-02-23 23:30:46"
968,"C00015","Ribonucleotides
",7510,NULL,NULL,"2015-02-23 23:30:46","2015-02-23 23:30:46"
969,"CHEBI:36121","chromenyliums
",7539,NULL,NULL,"2015-02-23 23:30:49","2015-02-23 23:30:49"
970,"CHEBI:16885","trisaccharide
",7837,NULL,NULL,"2015-02-23 23:30:59","2015-02-23 23:30:59"
971,"CPD-12024","a small molecule
",7915,NULL,NULL,"2015-02-23 23:31:02","2015-02-23 23:31:02"
972,"CHEBI:109895","beta-carbolines
mancude organic heterotricyclic parent
",7946,NULL,NULL,"2015-02-23 23:31:03","2015-02-23 23:31:03"
973,"CHEBI:506227","N-acetylglucosamine
",8033,NULL,NULL,"2015-02-23 23:31:08","2015-02-23 23:31:08"
974,"C00140","Amino sugars
",8033,NULL,NULL,"2015-02-23 23:31:08","2015-02-23 23:31:08"
975,"CHEBI:47845","dithiane
",8047,NULL,NULL,"2015-02-23 23:31:14","2015-02-23 23:31:14"
976,"CHEBI:540","dithiane
",8048,NULL,NULL,"2015-02-23 23:31:15","2015-02-23 23:31:15"
977,"LMFA06000001","Fatty aldehydes
",8049,NULL,NULL,"2015-02-23 23:31:18","2015-02-23 23:31:18"
978,"CPD-7620","an <i>n</i>-alkanal
",8049,NULL,NULL,"2015-02-23 23:31:18","2015-02-23 23:31:18"
979,"CHEBI:45571","medium-chain fatty acid
straight-chain saturated fatty acid
",8052,NULL,NULL,"2015-02-23 23:31:24","2015-02-23 23:31:24"
980,"C17714","Straight chain fatty acids
",8052,NULL,NULL,"2015-02-23 23:31:24","2015-02-23 23:31:24"
981,"LMFA01010007","Straight chain fatty acids
",8052,NULL,NULL,"2015-02-23 23:31:24","2015-02-23 23:31:24"
982,"LMFA05000122","Fatty alcohols
",8054,NULL,NULL,"2015-02-23 23:31:29","2015-02-23 23:31:29"
983,"CPD-9057","a small molecule
",8054,NULL,NULL,"2015-02-23 23:31:29","2015-02-23 23:31:29"
984,"CHEBI:5672","methyl ketone
dialkyl ketone
",8056,NULL,NULL,"2015-02-23 23:31:34","2015-02-23 23:31:34"
985,"C08380","Oxygenated hydrocarbons
",8056,NULL,NULL,"2015-02-23 23:31:34","2015-02-23 23:31:34"
986,"LMFA12000004","Oxygenated hydrocarbons
",8056,NULL,NULL,"2015-02-23 23:31:34","2015-02-23 23:31:34"
987,"CHEBI:50139","dialkyl ketone
",8059,NULL,NULL,"2015-02-23 23:31:35","2015-02-23 23:31:35"
988,"LMFA12000047","Oxygenated hydrocarbons
",8059,NULL,NULL,"2015-02-23 23:31:35","2015-02-23 23:31:35"
989,"LMFA12000118","Oxygenated hydrocarbons
",8060,NULL,NULL,"2015-02-23 23:31:36","2015-02-23 23:31:36"
990,"LMFA12000103","Oxygenated hydrocarbons
",8065,NULL,NULL,"2015-02-23 23:31:40","2015-02-23 23:31:40"
991,"LMFA06000109","Fatty aldehydes
",8069,NULL,NULL,"2015-02-23 23:31:45","2015-02-23 23:31:45"
992,"HEXANAL","an <i>n</i>-alkanal
",8069,NULL,NULL,"2015-02-23 23:31:45","2015-02-23 23:31:45"
993,"LMFA12000247","Oxygenated hydrocarbons
",8071,NULL,NULL,"2015-02-23 23:31:48","2015-02-23 23:31:48"
994,"CPD-9081","a small molecule
",8071,NULL,NULL,"2015-02-23 23:31:48","2015-02-23 23:31:48"
995,"LMFA05000117","Fatty alcohols
",8073,NULL,NULL,"2015-02-23 23:31:51","2015-02-23 23:31:51"
996,"HEXANOL-CMPD","a small molecule
",8073,NULL,NULL,"2015-02-23 23:31:51","2015-02-23 23:31:51"
997,"LMFA12000048","Oxygenated hydrocarbons
",8080,NULL,NULL,"2015-02-23 23:31:59","2015-02-23 23:31:59"
998,"LMFA12000049","Oxygenated hydrocarbons
",8081,NULL,NULL,"2015-02-23 23:32:04","2015-02-23 23:32:04"
999,"CPD-13223","a ketone
",8081,NULL,NULL,"2015-02-23 23:32:04","2015-02-23 23:32:04"
1000,"LMFA06000002","Fatty aldehydes
",8083,NULL,NULL,"2015-02-23 23:32:08","2015-02-23 23:32:08"
1001,"LMFA06000003","Fatty aldehydes
",8085,NULL,NULL,"2015-02-23 23:32:12","2015-02-23 23:32:12"
1002,"CHEBI:23292","3-hexenal
",8086,NULL,NULL,"2015-02-23 23:32:14","2015-02-23 23:32:14"
1003,"LMFA06000110","Fatty aldehydes
",8086,NULL,NULL,"2015-02-23 23:32:14","2015-02-23 23:32:14"
1004,"CHEBI:16554","triamine
polyazaalkane
",8098,NULL,NULL,"2015-02-23 23:32:20","2015-02-23 23:32:20"
1005,"CPD0-2414","a small molecule
",8099,NULL,NULL,"2015-02-23 23:32:23","2015-02-23 23:32:23"
1006,"ETHYL-S-3-HYDROXYHEXANOATE","a small molecule
",8101,NULL,NULL,"2015-02-23 23:32:32","2015-02-23 23:32:32"
1007,"CHEBI:55381","beta-hydroxy ketone
",8105,NULL,NULL,"2015-02-23 23:32:36","2015-02-23 23:32:36"
1008,"LMFA12000071","Oxygenated hydrocarbons
",8105,NULL,NULL,"2015-02-23 23:32:36","2015-02-23 23:32:36"
1009,"CHEBI:30841","2-oxo monocarboxylic acid
3-hydroxy monocarboxylic acid
",8113,NULL,NULL,"2015-02-23 23:32:49","2015-02-23 23:32:49"
1010,"CHEBI:18300","butenedioic acid
",8114,NULL,NULL,"2015-02-23 23:32:51","2015-02-23 23:32:51"
1011,"CHEBI:30796","malic acid
",8116,NULL,NULL,"2015-02-23 23:32:55","2015-02-23 23:32:55"
1012,"CHEBI:566274","dialdehyde
",8117,NULL,NULL,"2015-02-23 23:32:57","2015-02-23 23:32:57"
