id,"name","gene_name","description","go_classification","general_function","specific_function","pathway","reaction","cellular_location","signals","transmembrane_regions",molecular_weight,theoretical_pi,"locus","chromosome","uniprot_name","uniprot_id","pdb_id","genbank_protein_id","genbank_gene_id","genecard_id","genatlas_id","hgnc_id","hprd_id","organism","general_citations","comments",creator_id,updater_id,"created_at","updated_at"
467,"Dual specificity protein phosphatase 21","DUSP21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9H596",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:37","2015-02-23 23:27:37"
468,"Glutamyl aminopeptidase","ENPEP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q07075",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:37","2015-02-23 23:27:37"
469,"Bone morphogenetic protein 1","BMP1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P13497",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:37","2015-02-23 23:27:37"
470,"Putative uncharacterized protein DKFZp686I0955","DKFZp686I0955",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q5HYC3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:37","2015-02-23 23:27:37"
471,"Calcium/calmodulin-dependent protein kinase I, isoform CRA_a","CAMK1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"B0YIY3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:37","2015-02-23 23:27:37"
472,"Serine/threonine-protein phosphatase","PPP2CA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"B3KUN1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:37","2015-02-23 23:27:37"
473,"Sodium/potassium-transporting ATPase subunit beta-3","ATP1B3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P54709",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:40","2015-02-23 23:27:40"
474,"Sodium/potassium-transporting ATPase subunit beta-2","ATP1B2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P14415",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:40","2015-02-23 23:27:40"
475,"Cytosolic 5'-nucleotidase 3","NT5C3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9H0P0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:40","2015-02-23 23:27:40"
476,"Rho-related GTP-binding protein RhoU","RHOU",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q7L0Q8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:40","2015-02-23 23:27:40"
477,"DNA-(apurinic or apyrimidinic site) lyase","APEX1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P27695",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:40","2015-02-23 23:27:40"
478,"Potassium-transporting ATPase alpha chain 2","ATP12A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P54707",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:42","2015-02-23 23:27:42"
479,"Potassium-transporting ATPase subunit beta","ATP4B",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P51164",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:43","2015-02-23 23:27:43"
480,"Potassium-transporting ATPase alpha chain 1","ATP4A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P20648",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:43","2015-02-23 23:27:43"
481,"Adenosine receptor A3","ADORA3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P33765",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:46","2015-02-23 23:27:46"
482,"Adenosine 3'-phospho 5'-phosphosulfate transporter 1","SLC35B2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q8TB61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:46","2015-02-23 23:27:46"
483,"Arylamine N-acetyltransferase 1","NAT1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P18440",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:49","2015-02-23 23:27:49"
484,"Arylamine N-acetyltransferase 2","NAT2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P11245",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:49","2015-02-23 23:27:49"
485,"Arylacetamide deacetylase","AADAC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P22760",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:49","2015-02-23 23:27:49"
486,"CP protein","CP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"A5PL27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:27:53","2015-02-23 23:27:53"
487,"Gamma-glutamylcyclotransferase","GGCT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O75223",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:03","2015-02-23 23:28:03"
488,"Chondroitin sulfate N-acetylgalactosaminyltransferase 2","CSGALNACT2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q8N6G5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:14","2015-02-23 23:28:14"
489,"Beta-1,3-N-acetylglucosaminyltransferase bGnT-2","bGnT-2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9NY97",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:14","2015-02-23 23:28:14"
490,"MOSC domain-containing protein 2, mitochondrial","MOSC2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q969Z3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:15","2015-02-23 23:28:15"
491,"MOSC domain-containing protein 1, mitochondrial","MOSC1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q5VT66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:15","2015-02-23 23:28:15"
492,"Delta-1-pyrroline-5-carboxylate synthase","ALDH18A1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P54886",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
493,"Ornithine carbamoyltransferase, mitochondrial","OTC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P00480",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
494,"Cationic amino acid transporter 4","SLC7A4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O43246",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
495,"Mitochondrial ornithine transporter 1","SLC25A15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9Y619",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
496,"Mitochondrial ornithine transporter 2","SLC25A2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9BXI2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
497,"Low affinity cationic amino acid transporter 2","SLC7A2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P52569",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:17","2015-02-23 23:28:17"
498,"Ornithine decarboxylase antizyme 2","OAZ2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O95190",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:18","2015-02-23 23:28:18"
499,"Ornithine decarboxylase antizyme 3","OAZ3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9UMX2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:18","2015-02-23 23:28:18"
500,"Antizyme inhibitor 1","AZIN1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O14977",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:18","2015-02-23 23:28:18"
501,"Fructose-bisphosphate aldolase A","ALDOA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P04075",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
502,"Fructose-bisphosphate aldolase C","ALDOC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P09972",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
503,"Fructose-bisphosphate aldolase B","ALDOB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P05062",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
504,"Beta-adrenergic receptor kinase 1","ADRBK1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P25098",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
505,"Beta-adrenergic receptor kinase 2","ADRBK2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P35626",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
506,"Rhodopsin kinase","GRK1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q15835",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
507,"Neurolysin, mitochondrial","NLN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9BYT8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
508,"G protein-coupled receptor kinase 7","GRK7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q8WTQ7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
509,"Aminopeptidase B","RNPEP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9H4A4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
510,"Mast cell carboxypeptidase A","CPA3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P15088",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
511,"Carboxypeptidase A6","CPA6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q8N4T0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
512,"Carboxypeptidase A5","CPA5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"A4D1M2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
513,"Carboxypeptidase B","CPB1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P15086",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
514,"Carboxypeptidase B2","CPB2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q96IY4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
515,"A disintegrin and metalloproteinase with thrombospondin motifs 2","ADAMTS2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O95450",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
516,"Insulin-degrading enzyme","IDE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P14735",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
517,"Carbonic anhydrase 6","CA6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P23280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
518,"Carboxypeptidase N, polypeptide 1","CPN1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"B1AP59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
519,"Carboxypeptidase N subunit 2","CPN2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P22792",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
520,"Carbonic anhydrase-related protein","CA8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P35219",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:25","2015-02-23 23:28:25"
521,"ATPase ASNA1","ASNA1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O43681",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:28","2015-02-23 23:28:28"
522,"Carboxymethylenebutenolidase homolog","CMBL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q96DG6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:32","2015-02-23 23:28:32"
523,"Carbamoyl-phosphate synthase [ammonia], mitochondrial","CPS1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P31327",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:45","2015-02-23 23:28:45"
524,"AMP deaminase 3","AMPD3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q01432",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
525,"AMP deaminase 2","AMPD2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q01433",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
526,"AMP deaminase 1","AMPD1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P23109",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
527,"Glutamine synthetase","GLUL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P15104",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
528,"Glutaminase liver isoform, mitochondrial","GLS2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9UI32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
529,"GMP reductase 2","GMPR2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9P2T1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
530,"Glutaminase kidney isoform, mitochondrial","GLS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O94925",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
531,"GMP reductase 1","GMPR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P36959",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
532,"Formimidoyltransferase-cyclodeaminase","FTCD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"O95954",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
533,"Ammonium transporter Rh type A","RHAG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q02094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
534,"AID","AID",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q546Y9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
535,"Ethanolamine-phosphate phospho-lyase","AGXT2L1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q8TBG4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
536,"CTP synthase 2","CTPS2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9NRF8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
537,"Serine racemase","SRR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9GZT4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
538,"Glucosamine-6-phosphate isomerase 2","GNPDA2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q8TDQ7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
539,"DNA dC->dU-editing enzyme APOBEC-3H","APOBEC3H",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q6NTF7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:46","2015-02-23 23:28:46"
540,"Equilibrative nucleoside transporter 2","SLC29A2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q14542",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:49","2015-02-23 23:28:49"
541,"Glycogen synthase kinase-3 beta","GSK3B",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P49841",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:59","2015-02-23 23:28:59"
542,"Catenin beta-1","CTNNB1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P35222",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:28:59","2015-02-23 23:28:59"
543,"Adenine phosphoribosyltransferase","APRT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P07741",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:06","2015-02-23 23:29:06"
544,"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short","GNAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P63092",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:06","2015-02-23 23:29:06"
545,"Guanine nucleotide-binding protein G(q) subunit alpha","GNAQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P50148",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:06","2015-02-23 23:29:06"
546,"Queuine tRNA-ribosyltransferase subunit QTRTD1","QTRTD1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q9H974",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:06","2015-02-23 23:29:06"
547,"Nuclear receptor ROR-beta","RORB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q92753",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:08","2015-02-23 23:29:08"
548,"Ferrochelatase","DKFZp686P18130",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Q7KZA3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:13","2015-02-23 23:29:13"
549,"Transaldolase","TALDO1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P37837",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:16","2015-02-23 23:29:16"
550,"Ketohexokinase","KHK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"P50053",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-02-23 23:29:16","2015-02-23 23:29:16"
